submission_id,request_id,participant_id,participant_session_id,image_id,survey_index,description,word_count,feedback,time_spent_seconds,is_survey,is_attention_check,attention_passed,flagged_too_fast,quality_score,alignment_score,ip_hash,user_agent,device_type,extra_metadata,tab_switch_count,page_close_attempts,network_disconnects,survey_time_spent_seconds,survey_page_views,survey_tab_switches,survey_page_close_attempts,survey_network_disconnects,survey_max_scroll_depth_pct,survey_clicks,survey_keypresses,created_at,attention_tier,attention_confidence,expected_term_recall,matched_term_count,expected_term_count,distinct_word_count,descriptive_token_count,writing_quality_score,behavior_risk_score,alignment_precision,alignment_recall,alignment_object_f1,alignment_relation_score,alignment_scene_consistency_score,alignment_wrong_object_penalty,alignment_natural_language_score,alignment_stuffing_penalty,consecutive_failures,hard_flag_triggered,soft_flag_triggered,supporting_signals,too_fast_score,too_fast_threshold_seconds,too_fast_margin_seconds,copy_paste_likelihood_score,typing_effort_risk,speed_risk,session_integrity_risk,watchlist_triggered,enforcement_status,soft_review_recommended,submission_id,time_before_typing_seconds,edit_count,backspace_count,avg_keystroke_interval_seconds,keystroke_variance,pause_count,avg_pause_duration_seconds,revision_bursts,hesitation_score,submitted_without_typing_pause,confidence_rating,difficulty_self_report,first_view_duration_seconds,writing_duration_seconds,object_mention_count,spatial_mention_count,reference_coverage,detail_density_score,id_img,image_id_img,url,is_active,edits_per_word,pauses_per_word,typing_speed,cognitive_load,quality_score_proxy,alignment_proxy,strain_index,split
463,8a06944d-20b2-4e3a-8cea-a97f4ad44fcc,452,881.0,150,1.0,Hi I can see zoo  Animals i.e. elephant giraffe  parrot I can see plants  one boy enjoyed with animals and also I can see one box with misstry also baby elephant and baby giraffe i can see flowers also two big trees i can see in that picture can see boy may be come from school picnic so he is enjoying,62,I m confused with picture,618.193,False,True,True,False,0.6365,0.4913,30b7ff3901e28d5bdeb6e8029bcb36bb711db671cc7c65c6abfa38ddcfb8aca3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['flower', 'picnic', 'tree'], 'missed': ['child'], 'correct': ['elephant', 'giraffe'], 'relation_hits': [], 'style_metrics': {'token_count': 55.0, 'unique_ratio': 0.6364, 'sentence_count': 2.0, 'stuffing_penalty': 0.012, 'object_token_density': 0.0727, 'relation_term_density': 0.0545, 'repeated_bigram_ratio': 0.0926, 'natural_language_score': 0.8927}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 35, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,618.182,1,0,0,0,100,26,669,2026-04-07 16:59:16.774189+00:00,weak_pass,0.76,0.6667,2.0,3.0,35,27.0,0.5105,0.0,0.4,0.6667,0.5,0.0,0.8,0.029,0.8927,0.012,0,False,False,"{'alignment_score': 0.4913, 'alignment_recall': 0.6667, 'matched_term_count': 2, 'distinct_word_count': 35, 'expected_term_count': 3, 'expected_term_recall': 0.6667, 'descriptive_token_count': 27}",0.0,103.89,-514.3,0.0,0.0,0.0,0.0,False,normal,False,463,27.504,389,48,1.5125902,31.61766,48,8.869604,9,1.0,False,3,3,27.504,590.689,5,0,0.6667,0.5976,150,119.jpg,https://d15t657aq01nli.cloudfront.net/119.jpg,True,6.274193548387097,0.7741935483870968,0.10029230353627427,5.859538055119865,0.10634732179043836,0.6909255395146492,0.22046270176674387,test
464,5bc5eaaf-18f3-436e-95ad-e36d89118d1f,452,881.0,87,2.0,I can four dogs in picture one is eating food one is sleeping one dog is playing with clothe one dog is looking in front also can see two plants and books  And one window i can see borne fire with wood also can see one basket with something inside also can see some dog food messy in floor also can one table,63,Confrued with picture,400.873,True,False,0,False,0.6285,0.2916,30b7ff3901e28d5bdeb6e8029bcb36bb711db671cc7c65c6abfa38ddcfb8aca3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['basket'], 'missed': ['living room', 'pet bed'], 'correct': ['dog'], 'relation_hits': [], 'style_metrics': {'token_count': 61.0, 'unique_ratio': 0.541, 'sentence_count': 1.0, 'stuffing_penalty': 0.11, 'object_token_density': 0.0492, 'relation_term_density': 0.1475, 'repeated_bigram_ratio': 0.15, 'natural_language_score': 0.7796}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,402.322,1,0,0,0,100,28,634,2026-04-07 17:05:58.753004+00:00,0,0.0,0.0,0.0,0.0,33,0.0,0.4536,0.0231,0.5,0.3333,0.4,0.0,0.6,0.0142,0.7796,0.11,0,False,False,{},0.0,128.77,-272.1,0.0578,0.0,0.0,0.0,False,normal,False,464,25.241,360,37,1.0383761,5.9117856,48,5.1098127,8,1.0,False,3,3,25.241,375.632,2,2,0.3333,0.6006,87,87.svg,https://d15t657aq01nli.cloudfront.net/87.svg,True,5.714285714285714,0.7619047619047619,0.15715700483694336,5.607821798918339,0.10254454809749966,0.40038318797724753,0.20022694983773018,test
465,4ca6e417-9459-4ee0-b9c1-ce9b6b8d56d1,453,884.0,208,1.0,Three cartoon characters standing pink background with a pink bed on the side a green curtain with different types of color of butterflies scissors on the bed a blue colored roof above the characters with white and blue floor the wall is colored pink as well as the cupboard the butterflies are pink and green color a window beside the bed,61,good survey,280.384,True,False,0,False,0.5864,0.0784,3b7870b3aa87e32b23a6f2deed415a7298dd4906d9b6b9919e879b95d467085d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",desktop,"{'alignment': {'wrong': ['butterfly'], 'missed': ['friend', 'minnie', 'room'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 57.0, 'unique_ratio': 0.5965, 'sentence_count': 1.0, 'stuffing_penalty': 0.0129, 'object_token_density': 0.0, 'relation_term_density': 0.1404, 'repeated_bigram_ratio': 0.0357, 'natural_language_score': 0.8066}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,280.309,1,0,0,0,100,6,401,2026-04-08 08:49:26.174960+00:00,0,0.0,0.0,0.0,0.0,34,0.0,0.4256,0.0196,0.0,0.0,0.0,0.0,0.0,0.0217,0.8066,0.0129,0,False,False,{},0.0,101.79,-178.59,0.049,0.0,0.0,0.0,False,normal,False,465,23.839,380,12,0.6599525,4.772018,18,8.156,3,0.9314,False,4,4,23.839,256.545,1,2,0.0,0.5521,208,203.webp,https://d15t657aq01nli.cloudfront.net/203.webp,True,6.229508196721311,0.29508196721311475,0.21755877653503766,4.951484486439627,0.09859485425436777,0.11167306148185023,0.197552190849206,train
466,9216db31-0ef6-4bd4-862e-d51ab9ef1cee,453,884.0,183,2.0,there are ten characters present in this image there are 3 monkeys two bears one parrot one mokey is holding a stick there are 3 sofas and white center table on which a silver case is kept there are also leaves in the room that have some flowers that are colored pink and blue the background is blue background seems of a beach,61,good survey,217.781,False,True,False,False,0.3904,0.103,3b7870b3aa87e32b23a6f2deed415a7298dd4906d9b6b9919e879b95d467085d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",desktop,"{'alignment': {'wrong': ['flower'], 'missed': ['animal', 'cartoon character', 'jungle mural', 'living room', 'statue', 'tropical'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 58.0, 'unique_ratio': 0.7241, 'sentence_count': 1.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.069, 'repeated_bigram_ratio': 0.0526, 'natural_language_score': 0.8667}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 6, 'keyword_missing': True, 'distinct_word_count': 42, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.2476, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",0,0,0,219.485,1,0,0,0,100,9,367,2026-04-08 08:53:05.299573+00:00,fail,0.14,0.0,0.0,6.0,42,30.0,0.4851,0.28,0.0,0.0,0.0,0.0,0.0,0.0183,0.8667,0.0,1,False,False,"{'alignment_score': 0.103, 'alignment_recall': 0.0, 'matched_term_count': 0, 'distinct_word_count': 42, 'expected_term_count': 6, 'expected_term_recall': 0.0, 'descriptive_token_count': 30}",0.0,85.22,-132.56,0.0,0.0,0.0,0.0,True,watchlist,False,466,30.041,367,14,0.49989617,1.220491,16,4.6745,3,0.8017,False,4,4,30.041,187.74,1,1,0.0,0.5334,183,172.jpeg,https://d15t657aq01nli.cloudfront.net/172.jpeg,True,6.016393442622951,0.26229508196721313,0.28009789651071487,4.56819947493533,0.12140835220645096,0.10606562289973677,0.1919022701752064,train
467,702fad6b-7ecb-4c14-8bd7-895540568701,456,889.0,166,1.0,Fox rabbit doggy cat parrot are playing in rain. They are looking happy. Fox has yellow rain coat and yellow gum boots. Doggy has red scarf. Cat has pale blue scarf but it doesnt look happy. They are playing with rainwater. Doggy is in air as it hops . Rabbit looks cheerful too. It is a lovely rainy day indeed. Parrot is also enjoying.,63,Cant understand,408.987,False,True,False,False,0.5178,0.3807,7e97e564e859a32fc3868033e28addd1339fcb5cccffb7b5afc10217911dd2ef,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",mobile,"{'alignment': {'wrong': ['cat', 'rabbit'], 'missed': ['forest', 'pond'], 'correct': ['fox'], 'relation_hits': [], 'style_metrics': {'token_count': 62.0, 'unique_ratio': 0.6613, 'sentence_count': 10.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0323, 'relation_term_density': 0.0806, 'repeated_bigram_ratio': 0.0328, 'natural_language_score': 0.9715}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 41, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.2476, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",0,0,0,408.962,1,0,0,0,100,8,376,2026-04-08 10:00:24.540794+00:00,fail,0.45,0.3333,1.0,3.0,41,32.0,0.5386,0.28,0.3333,0.3333,0.3333,0.0,0.6,0.0233,0.9715,0.0,1,False,False,"{'alignment_score': 0.3807, 'alignment_recall': 0.3333, 'matched_term_count': 1, 'distinct_word_count': 41, 'expected_term_count': 3, 'expected_term_recall': 0.3333, 'descriptive_token_count': 32}",0.0,121.29,-287.7,0.0,0.0,0.0,0.0,True,watchlist,False,467,36.154,414,50,0.87826395,7.6703467,36,5.8864446,7,1.0,False,4,3,36.154,372.833,3,0,0.3333,0.5471,166,146.png,https://d15t657aq01nli.cloudfront.net/146.png,True,6.571428571428571,0.5714285714285714,0.15403912593798824,5.006600581082725,0.12525857481949093,0.3894720111685031,0.23408025400693,train
468,63500d93-7f82-4fca-91e1-e8e856403a72,456,889.0,165,2.0,Ohh fox fell down with sound thud as the water freezes like ice.Cat is watching confusely . It stands on some carpet like thing. Doggy is running towards fox in shock. Trees are fully covered with dense ice. As the fox fell down on the ice  ice surface breaks. Parrot is laughing as the fox fell down . Surface reflects their images.,61,Still not understand,1407.038,True,False,0,False,0.6543,0.31,7e97e564e859a32fc3868033e28addd1339fcb5cccffb7b5afc10217911dd2ef,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",mobile,"{'alignment': {'wrong': ['cat', 'tree', 'water'], 'missed': ['snow', 'winter'], 'correct': ['fox'], 'relation_hits': [], 'style_metrics': {'token_count': 61.0, 'unique_ratio': 0.6557, 'sentence_count': 8.0, 'stuffing_penalty': 0.0348, 'object_token_density': 0.0656, 'relation_term_density': 0.0984, 'repeated_bigram_ratio': 0.1167, 'natural_language_score': 0.9688}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.1238, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.1238}}",0,0,0,1408.694,2,0,0,0,100,33,459,2026-04-08 10:23:53.398621+00:00,0,0.0,0.0,0.0,0.0,40,0.0,0.5258,0.04,0.25,0.3333,0.2857,0.0,0.6,0.0312,0.9688,0.0348,0,False,False,{},0.0,156.11,-1250.93,0.1,0.0,0.0,0.0,False,normal,False,468,806.139,502,97,1.1832216,13.317608,70,5.9466715,14,1.0,False,3,4,806.139,600.899,4,0,0.3333,0.5666,165,145.png,https://d15t657aq01nli.cloudfront.net/145.png,True,8.229508196721312,1.1475409836065573,0.04335348441193486,6.592721244458088,0.11673920696636124,0.3899815708891045,0.30249372765106247,train
469,bab2a5d4-7ad8-4c52-b36b-b92e8c30fae9,457,891.0,159,1.0,A kid posing in middle of the forest with the animals that are not a threat to the human world and also noticed that the forest is lovely at the time. Upon looking little bit closer it feels as if the boy has girlish charms and the walk is kind of shy walk. Other than that the season looks like that of spring is coming soon.,66,It is a unique experience,237.208,False,True,False,False,0.4296,0.14,2e1c495d94a4e52306a996c31d4e1c9680fa6f0e2045b94887496b49eb8b9b6f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': [], 'missed': ['child', 'flower', 'rabbit'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 64.0, 'unique_ratio': 0.7344, 'sentence_count': 3.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0781, 'repeated_bigram_ratio': 0.0317, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 3, 'keyword_missing': True, 'distinct_word_count': 47, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.2476, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",0,0,0,237.196,1,0,0,0,100,13,539,2026-04-08 10:26:47.689846+00:00,fail,0.14,0.0,0.0,3.0,47,39.0,0.5169,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,False,False,"{'alignment_score': 0.14, 'alignment_recall': 0.0, 'matched_term_count': 0, 'distinct_word_count': 47, 'expected_term_count': 3, 'expected_term_recall': 0.0, 'descriptive_token_count': 39}",0.0,97.4,-139.81,0.0,0.0,0.0,0.0,True,watchlist,False,469,9.611,539,138,0.41849813,3.6565807,14,7.688,9,0.6704,False,4,2,9.611,227.597,0,1,0.0,0.5899,159,139.jpeg,https://d15t657aq01nli.cloudfront.net/139.jpeg,True,8.166666666666666,0.21212121212121213,0.27823682169235436,3.4086689269409858,0.15015353684493396,0.05907078491463162,0.34156078137638324,train
470,49664f46-3da2-40c1-9edc-da3d8864f97f,457,891.0,224,2.0,The image looks like as if we humans are celebrating the birthday of planet Earth with the fake animals which might be a sign that we too are not real and all this is just and illusion created by our own mind. Also it is kind of hard to acknowledge the ongoing situation but at the end I would say that if you stare at it too long the image might make you uncomfortable.,74,Hard to explain,234.377,True,False,0,False,0.6585,0.1167,2e1c495d94a4e52306a996c31d4e1c9680fa6f0e2045b94887496b49eb8b9b6f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': [], 'missed': ['balloon', 'candle', 'party'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 72.0, 'unique_ratio': 0.75, 'sentence_count': 2.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0139, 'repeated_bigram_ratio': 0.0141, 'natural_language_score': 0.8333}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.1238, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.1238}}",0,0,0,235.602,1,0,0,0,100,15,430,2026-04-08 10:30:42.947464+00:00,0,0.0,0.0,0.0,0.0,54,0.0,0.5275,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0,False,False,{},0.0,163.67,-70.71,0.1,0.0,0.0,0.0,False,normal,False,470,49.521,427,58,0.42932865,1.4131427,21,4.4628572,6,0.8477,False,4,4,49.521,184.856,0,0,0.0,0.5521,224,227.jpg,https://d15t657aq01nli.cloudfront.net/227.jpg,True,5.77027027027027,0.28378378378378377,0.3157306390985464,4.725097714406822,0.1929210207208262,0.06732504895053892,0.24456027049570156,train
725,2e6bedfc-609b-40cc-adff-ea6f9a167c05,611,1301.0,171,0.0,I see a family walking together on a street at night with a glowing palace in the background. The large building behind them is beautifully lit with a dome and smaller towers that make it stand out against the dark blue sky. The people in front are dressed in traditional clothes and they all seem relaxed and happy as they walk together. The street is lined with warm lights and buildings on both sides which makes the whole scene feel lively elegant and festive.,84,The picture feels beautiful and full of life. I liked the family in front of the litup building because it makes the scene feel warm and special.,390.4929,False,True,True,False,0.8255,0.8413,ae85fbb0a0e0e3b2cdba9b2742457b923a495eedd5b0e52967754cb0975ff904,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",desktop,"{'attention': {'strict': True}, 'seed_source': 'dynamic_live_backend', 'seed_submitted_at': '2026-04-12T03:24:17.340431+00:00'}",0,0,0,492.1915,1,0,0,0,100,17,704,2026-04-12 03:24:17.340431+00:00,weak_pass,0.76,0.6667,2.0,3.0,63,50.0,0.7593,0.0,1.0,0.6667,0.8,1.0,0.8,0.0,1.0,0.0,0,False,False,"{'alignment_score': 0.8413, 'alignment_recall': 0.6667, 'matched_term_count': 2, 'distinct_word_count': 63, 'expected_term_count': 3, 'expected_term_recall': 0.6667, 'descriptive_token_count': 50}",0.0,110.25,-280.24,0.0,0.0,0.0,0.0,False,normal,False,725,27.4896,354,59,1.5836,19.25,20,6.4978,6,0.9667,False,5,3,18.0973,363.0033,0,2,0.0,0.6388,171,155.jpeg,https://d15t657aq01nli.cloudfront.net/155.jpeg,True,4.214285714285714,0.23809523809523808,0.21511274596798047,4.2764355634529565,0.2474778462206854,0.1076174188343486,0.2082041628852495,test
472,ac92b453-01ed-4ed2-9034-f77573e3debf,460,898.0,137,1.0,A man who is collecting honey from honey comb which he harvested this job is quite risky and could be dangerous if the person aint being cautious about it and the image also describes the peaceful nature  positive surrounding flowers are blooming looks like a good season is going on if i would be at his place i would love to enjoy the surrounding after workhours,66,Peaceful until yo u screw up,433.146,False,True,False,False,0.5269,0.3892,27a1d60c8c3547dc13c452cf47ec28a7acba4e2f8e45be74fc76e3ddf5fc8974,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['flower'], 'missed': ['beehive', 'beekeeper'], 'correct': ['honey'], 'relation_hits': [], 'style_metrics': {'token_count': 62.0, 'unique_ratio': 0.8226, 'sentence_count': 1.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0323, 'relation_term_density': 0.0161, 'repeated_bigram_ratio': 0.0, 'natural_language_score': 0.7667}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 51, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.2476, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",0,0,0,433.117,1,0,0,0,100,19,725,2026-04-08 12:48:50.278740+00:00,fail,0.45,0.3333,1.0,3.0,51,36.0,0.5593,0.28,0.5,0.3333,0.4,0.0,0.4667,0.0142,0.7667,0.0,1,False,False,"{'alignment_score': 0.3892, 'alignment_recall': 0.3333, 'matched_term_count': 1, 'distinct_word_count': 51, 'expected_term_count': 3, 'expected_term_recall': 0.3333, 'descriptive_token_count': 36}",0.0,99.14,-334.01,0.0,0.0,0.0,0.0,True,watchlist,False,472,9.515,710,162,0.5934288,4.09628,45,5.215489,15,0.7522,False,3,3,9.515,423.631,2,0,0.3333,0.5865,137,93.png,https://d15t657aq01nli.cloudfront.net/93.png,True,10.757575757575758,0.6818181818181818,0.15237356457176102,5.095700923397505,0.16252998739593755,0.34589003444882593,0.44036678153874326,train
473,88341428-3f77-4364-9457-acb02516fc37,460,898.0,187,2.0,Image looks like a beautiful primary school is there which is surrounded by green farms and it reminds me of old age schools with simple and sober infrastructure also we can see two kids are on their way for the school discussing about what will they do when they enter the class. Image shows the joyfulness in kids for their school,61,Great days,315.607,True,False,0,False,0.7248,0.486,27a1d60c8c3547dc13c452cf47ec28a7acba4e2f8e45be74fc76e3ddf5fc8974,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': [], 'missed': ['children', 'garden'], 'correct': ['school'], 'relation_hits': [], 'style_metrics': {'token_count': 60.0, 'unique_ratio': 0.8167, 'sentence_count': 1.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.05, 'relation_term_density': 0.05, 'repeated_bigram_ratio': 0.0, 'natural_language_score': 0.8667}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.1238, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.1238}}",0,0,0,317.007,1,0,0,0,100,11,524,2026-04-08 12:54:06.934166+00:00,0,0.0,0.0,0.0,0.0,49,0.0,0.5456,0.04,1.0,0.3333,0.5,0.0,0.6,0.0,0.8667,0.0,0,False,False,{},0.0,141.87,-173.74,0.1,0.0,0.0,0.0,False,normal,False,473,76.702,518,101,0.4578472,1.5365229,22,4.363727,8,0.8603,False,3,4,76.702,238.905,1,0,0.3333,0.5692,187,179.jpeg,https://d15t657aq01nli.cloudfront.net/179.jpeg,True,8.491803278688524,0.36065573770491804,0.19327834933952667,5.277704771147932,0.14247195685214725,0.343496127504795,0.3123610974014169,train
474,5a9063a9-f5b1-4c06-a0fc-615d8b07e0e0,461,901.0,3,1.0,I see a cute cartoon panda sitting on a picnic mat in a garden. The panda is holding a cupcake and looks happy. Around the panda there are flowers grass and a tree on one side. There are also butterflies flying in the air which makes the scene look peaceful and beautiful. The background has soft colors and the whole image looks calm playful and pleasant.,66,Nice and cute image I like it,163.695,False,True,True,False,0.6842,0.5978,b6a37398d252edec15b064894aa908eea944c3f5f760c86d88dd6a476a204b7c,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['flower', 'picnic', 'tree'], 'missed': ['blanket', 'eating'], 'correct': ['butterfly', 'cake', 'grass', 'panda'], 'relation_hits': [], 'style_metrics': {'token_count': 60.0, 'unique_ratio': 0.7333, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0667, 'relation_term_density': 0.15, 'repeated_bigram_ratio': 0.0339, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 6, 'keyword_missing': False, 'distinct_word_count': 44, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,163.684,1,0,0,0,100,8,117,2026-04-08 13:23:45.871967+00:00,weak_pass,0.76,0.6667,4.0,6.0,44,28.0,0.5935,0.0,0.5714,0.6667,0.6154,0.0,0.8,0.0164,1.0,0.0,0,False,False,"{'alignment_score': 0.5978, 'alignment_recall': 0.6667, 'matched_term_count': 4, 'distinct_word_count': 44, 'expected_term_count': 6, 'expected_term_recall': 0.6667, 'descriptive_token_count': 28}",0.0,101.14,-62.55,0.0,0.0,0.0,0.0,False,normal,False,474,13.003,112,61,1.3177748,54.374832,4,29.39525,4,0.6414,False,5,2,13.003,150.692,7,0,0.6667,0.5716,3,3.svg,https://d15t657aq01nli.cloudfront.net/3.svg,True,1.696969696969697,0.06060606060606061,0.4031888573261248,2.6831871189913166,0.14343179705516054,0.6403205821397885,0.08653818104833146,test
